loss,accuracy,val_loss,val_accuracy
0.7205665707588196,0.5104131698608398,0.6815540790557861,0.5631377696990967
0.6788433790206909,0.5688272714614868,0.6545659899711609,0.5911989808082581
0.658298134803772,0.6096447110176086,0.6321138143539429,0.6626275777816772
0.6204302906990051,0.6623789072036743,0.5876984000205994,0.6919642686843872
0.5890070199966431,0.6867691278457642,0.5476582050323486,0.7254464030265808
0.5520449280738831,0.7156698703765869,0.5121924877166748,0.7474489808082581
0.5302917957305908,0.7371088266372681,0.4803122282028198,0.766581654548645
0.5097455978393555,0.7521995902061462,0.4793359041213989,0.7627550959587097
0.49498194456100464,0.7601069211959839,0.506279468536377,0.7442601919174194
0.4750517010688782,0.7743623852729797,0.4567255973815918,0.7850765585899353
0.4601997137069702,0.7822140455245972,0.4332968592643738,0.7955994606018066
0.4435267150402069,0.7919589877128601,0.42716526985168457,0.8045280575752258
0.43722328543663025,0.7948546409606934,0.42600327730178833,0.8054847121238708
0.4279399812221527,0.8030961155891418,0.4040510952472687,0.8131377696990967
0.4149387776851654,0.8086646795272827,0.39630672335624695,0.8169642686843872
0.4056749939918518,0.8138434290885925,0.3950231969356537,0.8144132494926453
0.40129005908966064,0.8174073100090027,0.3977210819721222,0.808992326259613
0.3888736367225647,0.8242565989494324,0.3481923043727875,0.8501275777816772
0.3769327998161316,0.8311058878898621,0.3750074803829193,0.8335459232330322
0.36646220088005066,0.8314957022666931,0.33854979276657104,0.8482142686843872
0.3608159124851227,0.8397928476333618,0.3298209309577942,0.8552296161651611
0.3592240810394287,0.837064266204834,0.3477482795715332,0.8491709232330322
0.3509434163570404,0.8434123992919922,0.3687552511692047,0.8258928656578064
0.3436736464500427,0.8488138914108276,0.3373185396194458,0.8469387888908386
0.3418600857257843,0.8479229211807251,0.3180267810821533,0.8590561151504517
0.3296271562576294,0.8533800840377808,0.30674058198928833,0.8721300959587097
0.32860860228538513,0.856331467628479,0.3020419180393219,0.8705357313156128
0.3215480446815491,0.8588929772377014,0.33064502477645874,0.8507652878761292
0.3213549852371216,0.8587815761566162,0.30236393213272095,0.8651148080825806
0.3174038827419281,0.8599510192871094,0.28566670417785645,0.8807398080825806
0.3096207082271576,0.8673571944236755,0.28566405177116394,0.8753188848495483
0.305895060300827,0.8678026795387268,0.29083433747291565,0.8807398080825806
0.30047670006752014,0.8677469491958618,0.339554101228714,0.8463010191917419
0.29902827739715576,0.8698630332946777,0.2956998646259308,0.8708546161651611
0.2962195575237274,0.8700300455093384,0.27315619587898254,0.8823341727256775
0.292288601398468,0.8759327530860901,0.25758662819862366,0.8938137888908386
0.28329989314079285,0.87760329246521,0.2822642922401428,0.8721300959587097
0.28880640864372253,0.8749860525131226,0.27745702862739563,0.8807398080825806
0.27779045701026917,0.8800534605979919,0.26963138580322266,0.8772321343421936
0.28514888882637024,0.8786056637763977,0.26154398918151855,0.887117326259613
0.2829188406467438,0.879051148891449,0.27179116010665894,0.8781887888908386
0.27883678674697876,0.8810557723045349,0.25716733932495117,0.8893494606018066
0.26925623416900635,0.8846753239631653,0.2579007148742676,0.8855229616165161
0.2755911946296692,0.8797750473022461,0.24972207844257355,0.8938137888908386
0.2761780917644501,0.8810001015663147,0.3450624942779541,0.8434311151504517
0.27252396941185,0.8835616707801819,0.281122624874115,0.8775510191917419
0.2687389850616455,0.8846753239631653,0.25014257431030273,0.894132673740387
0.26979225873947144,0.882893443107605,0.2469571977853775,0.8998724222183228
0.2565576732158661,0.8886290192604065,0.29898801445961,0.8673469424247742
0.25405266880989075,0.8914132714271545,0.3219953775405884,0.8667091727256775
0.25912022590637207,0.8904109597206116,0.24623413383960724,0.890625
0.25876158475875854,0.8916917443275452,0.29094481468200684,0.874043345451355
0.2656020224094391,0.8869584798812866,0.28327152132987976,0.8718112111091614
0.25765469670295715,0.8899654746055603,0.27949750423431396,0.8858418464660645
0.25356826186180115,0.8931395411491394,0.2534404695034027,0.894132673740387
0.24864768981933594,0.8943089246749878,0.2558901309967041,0.887117326259613
0.2540613114833832,0.8927497267723083,0.27951779961586,0.8788265585899353
0.2512287199497223,0.8910235166549683,0.28303736448287964,0.8861607313156128
0.2536144554615021,0.8924156427383423,0.25389111042022705,0.889668345451355
0.24810835719108582,0.8962022662162781,0.239883691072464,0.9021046161651611
0.24646557867527008,0.8939191699028015,0.22637926042079926,0.9040178656578064
0.25378623604774475,0.8936964273452759,0.25188952684402466,0.8919005393981934
0.24247419834136963,0.8988751769065857,0.2497800588607788,0.8909438848495483
0.2467983514070511,0.8949214816093445,0.2402392476797104,0.9005101919174194
0.23615247011184692,0.9007684588432312,0.24413496255874634,0.9014668464660645
0.24361185729503632,0.898262619972229,0.23667238652706146,0.8989158272743225
0.24219611287117004,0.8975943922996521,0.2620827257633209,0.8912627696990967
0.2433048039674759,0.897872805595398,0.24800725281238556,0.8947703838348389
0.2364211082458496,0.8988751769065857,0.23074258863925934,0.9040178656578064
0.23896023631095886,0.8979842066764832,0.2408691644668579,0.8979591727256775
0.23392434418201447,0.9021352529525757,0.23541098833084106,0.9056122303009033
